transaction_year	value	donor	donor_iso3	donor_id
1997	59.443809	Denmark	DNK	12
2003	59.4850728546	Lithuania	LTU	81
1997	59.495573	Greece	GRC	74
1992	59.503658	Portugal	PRT	43
2006	59.739768	Australia	AUS	5
2001	59.80905	Ireland	IRL	29
1991	59.821138	Spain	ESP	45
2005	59.8549094636	Chile	CHL	3250264
2003	59.9350808252	Saudi Arabia	SAU	60
1994	59.974839	Ireland	IRL	29
1988	59.9796180592	Monaco	MCO	3109127
1999	60.041233	Belgium	BEL	7
1998	60.066086	Korea	KOR	40497946
2002	60.194426	Finland	FIN	17
2003	60.206712	Luxembourg	LUX	31
2001	60.3053682228	Saudi Arabia	SAU	60
1997	60.332235	Netherlands	NLD	37
1987	60.358892	Japan	JPN	30
1992	60.381466	Denmark	DNK	12
2003	60.392192	Switzerland	CHE	47
1989	60.430265	Sweden	SWE	46
1997	60.4586579549	India	IND	4653485
1998	60.460256	Netherlands	NLD	37
2006	60.5941373721	Latvia	LVA	79
1995	60.632926	Spain	ESP	45
2005	60.6732252492	Thailand	THA	85
1997	60.694902	Italy	ITA	28
1995	60.7595323037	South Africa	ZAF	84
1992	60.826279	Netherlands	NLD	37
1994	60.952837	Netherlands	NLD	37
2006	60.9896503575	Colombia	COL	76
1991	61.0066886987	Thailand	THA	85
2005	61.0436190272	United Arab Emirates	ARE	86
1996	61.054919	New Zealand	NZL	38
1998	61.111831	Italy	ITA	28
1996	61.144376	Luxembourg	LUX	31
2001	61.1613457631	Monaco	MCO	3109127
1995	61.182011	Greece	GRC	74
2004	61.2157856705	Slovak Republic	SVK	83
1994	61.278401	Finland	FIN	17
1991	61.281477	France	FRA	18
1990	61.294302	Austria	AUT	6
1989	61.325596	United States	USA	52
1993	61.539648	Belgium	BEL	7
1999	61.710663078	Thailand	THA	85
1996	61.737135	Spain	ESP	45
1999	61.758667	France	FRA	18
1993	61.801243	Sweden	SWE	46
2002	61.8096149413	Israel	ISR	3291156
1991	61.818512	Austria	AUT	6
1990	61.829586	France	FRA	18
2003	61.8503757211	India	IND	4653485
1996	61.9814443599	Cyprus	CYP	91609235
2000	62.0689749995	Monaco	MCO	3109127
1985	62.1466283785	India	IND	4653485
2003	62.1653796493	Poland	POL	82
1997	62.210116	Belgium	BEL	7
1995	62.290819	Luxembourg	LUX	31
2002	62.334619	Germany	DEU	53
2004	62.3382858113	Czech Republic	CZE	40874767
1998	62.4323	Belgium	BEL	7
1980	62.4651431992	India	IND	4653485
1984	62.6832283803	India	IND	4653485
1996	62.883653	Switzerland	CHE	47
1999	62.899432	Austria	AUT	6
1993	62.969009	United Kingdom	GBR	51
2004	62.9866415227	Saudi Arabia	SAU	60
1996	63.19541	Greece	GRC	74
1990	63.222429	Japan	JPN	30
1981	63.2537723707	India	IND	4653485
1993	63.31772	France	FRA	18
1990	63.332208	Italy	ITA	28
1981	63.3941741412	Saudi Arabia	SAU	60
1996	63.418713	Portugal	PRT	43
1999	63.57317	Finland	FIN	17
1992	63.599445	Belgium	BEL	7
1990	63.692019	United States	USA	52
1995	63.734007	Portugal	PRT	43
1992	63.897037	Ireland	IRL	29
1983	63.9546914157	Saudi Arabia	SAU	60
1999	63.96239	Ireland	IRL	29
1994	64.079777	Sweden	SWE	46
1989	64.1699619624	India	IND	4653485
2004	64.191258	Canada	CAN	8
1982	64.1963744996	India	IND	4653485
1987	64.251413	Iceland	ISL	3270662
1999	64.329521059	Israel	ISR	3291156
1998	64.330382	France	FRA	18
1997	64.346157	France	FRA	18
1999	64.383726	Sweden	SWE	46
1990	64.5032653336	India	IND	4653485
1988	64.569503	Finland	FIN	17
2007	64.5768826099	Brazil	BRA	75
2003	64.6818657988	Hungary	HUN	78
1992	64.790841	Spain	ESP	45
1998	64.802141	Ireland	IRL	29
1992	64.8087690201	Thailand	THA	85
1989	64.868722	Japan	JPN	30
1994	64.871713	Belgium	BEL	7
1983	64.9700457156	India	IND	4653485
2004	64.9720625921	Lithuania	LTU	81
1997	64.986231	Ireland	IRL	29
1994	65.075191	United Kingdom	GBR	51
1994	65.308784	France	FRA	18
1996	65.314739	Italy	ITA	28
1986	65.3385068022	India	IND	4653485
1998	65.4183704211	Israel	ISR	3291156
2002	65.4232252105	Monaco	MCO	3109127
1997	65.4488246537	Thailand	THA	85
1998	65.474847	Austria	AUT	6
1997	65.524656	Finland	FIN	17
1996	65.6117992989	Israel	ISR	3291156
1995	65.633913	Switzerland	CHE	47
1991	65.691707	Germany	DEU	53
1998	65.757261	Finland	FIN	17
1991	65.807857	Italy	ITA	28
1989	65.833098	Iceland	ISL	3270662
2005	65.907099	Switzerland	CHE	47
2004	65.911406	Switzerland	CHE	47
1991	65.949915	United States	USA	52
1993	66.004247	Austria	AUT	6
2004	66.051217246	India	IND	4653485
1990	66.085833	United Kingdom	GBR	51
1990	66.175302	Germany	DEU	53
1998	66.176575	Sweden	SWE	46
1996	66.197246	Ireland	IRL	29
2005	66.197246	Norway	NOR	40
1995	66.267095	Ireland	IRL	29
2002	66.274905	Ireland	IRL	29
1997	66.291905	Austria	AUT	6
2004	66.3592566295	Poland	POL	82
1996	66.385967	Denmark	DNK	12
2004	66.5280970176	Estonia	EST	77
1992	66.563746	France	FRA	18
2005	66.7782724266	Lithuania	LTU	81
1997	66.7911223118	Israel	ISR	3291156
1989	66.821941	Finland	FIN	17
2003	66.860628	Greece	GRC	74
2003	66.9513501317	Israel	ISR	3291156
2006	66.969868	Switzerland	CHE	47
2003	66.969947173	Cyprus	CYP	91609235
2003	67.005559	Spain	ESP	45
2006	67.3085802982	Thailand	THA	85
1995	67.338605	Denmark	DNK	12
2005	67.3835644887	Slovak Republic	SVK	83
2004	67.417931	Luxembourg	LUX	31
2003	67.422636	Denmark	DNK	12
1992	67.513558	United States	USA	52
2005	67.6594049034	Israel	ISR	3291156
2001	67.666612	Korea	KOR	40497946
2004	67.6667805117	Israel	ISR	3291156
1987	67.8868840351	India	IND	4653485
1992	67.907484	Austria	AUT	6
1993	67.9343249552	Thailand	THA	85
2006	67.9557345886	Chile	CHL	3250264
1989	67.97008	Korea	KOR	40497946
1982	68.0074479019	Saudi Arabia	SAU	60
1996	68.010066	Netherlands	NLD	37
2006	68.2313610583	Romania	ROU	91605924
1988	68.359886	Japan	JPN	30
2001	68.4251352023	Israel	ISR	3291156
2004	68.437662	New Zealand	NZL	38
1997	68.457916	Sweden	SWE	46
2006	68.8177897655	Israel	ISR	3291156
2009	68.836454	Australia	AUS	5
1992	68.856666	Finland	FIN	17
1995	68.862493	United Kingdom	GBR	51
1994	68.886638	Austria	AUT	6
2003	68.929411	Belgium	BEL	7
2001	68.938564	Iceland	ISL	3270662
1993	69.00518	United States	USA	52
2007	69.012269	Australia	AUS	5
1988	69.1232088994	India	IND	4653485
1992	69.162496	Italy	ITA	28
1999	69.167567	Germany	DEU	53
1991	69.2279505212	Monaco	MCO	3109127
2004	69.4168220786	South Africa	ZAF	84
2000	69.4519011283	Israel	ISR	3291156
2005	69.5590151641	Estonia	EST	77
2005	69.5694833948	Czech Republic	CZE	40874767
2006	69.6810858891	Kuwait	KWT	61
1991	69.83758	Japan	JPN	30
1990	69.8620290451	Monaco	MCO	3109127
2005	69.9790764522	Saudi Arabia	SAU	60
2008	70.0950034558	South Africa	ZAF	84
1999	70.148564	Korea	KOR	40497946
1996	70.175368	United Kingdom	GBR	51
2003	70.17957	Portugal	PRT	43
1991	70.232992	United Kingdom	GBR	51
2003	70.305841	Austria	AUT	6
2003	70.338966	Sweden	SWE	46
2003	70.350496	Italy	ITA	28
2001	70.435639	United Kingdom	GBR	51
1994	70.459226	United States	USA	52
1995	70.514969	Netherlands	NLD	37
2006	70.618464	New Zealand	NZL	38
1994	70.6406266407	Thailand	THA	85
2005	70.677679	Luxembourg	LUX	31
2003	70.741475	France	FRA	18
1990	70.921129	Korea	KOR	40497946
1988	71.081139	Iceland	ISL	3270662
2006	71.1316978125	United Arab Emirates	ARE	86
1996	71.196096	Belgium	BEL	7
2005	71.196364	Canada	CAN	8
1990	71.556042	Sweden	SWE	46
2003	71.670162	Finland	FIN	17
2007	71.704282	Switzerland	CHE	47
1999	71.7263291049	Monaco	MCO	3109127
1995	71.735928	Sweden	SWE	46
2006	71.7593051576	Lithuania	LTU	81
2005	71.8997032974	India	IND	4653485
2007	71.906179	Japan	JPN	30
1995	71.926953	United States	USA	52
1998	72.030658	Germany	DEU	53
2002	72.052453	Korea	KOR	40497946
2006	72.0572976418	Slovak Republic	SVK	83
1992	72.091439	United Kingdom	GBR	51
2009	72.1222541837	Brazil	BRA	75
2002	72.137251	Japan	JPN	30
1993	72.2283819712	Monaco	MCO	3109127
2006	72.230275	Norway	NOR	40
1993	72.232641	Germany	DEU	53
1994	72.464773	Iceland	ISL	3270662
1996	72.571912	Finland	FIN	17
2008	72.582542	Australia	AUS	5
2008	72.5876003274	Brazil	BRA	75
2007	72.620124909	Latvia	LVA	79
2003	72.653218	Netherlands	NLD	37
1997	72.6568	Germany	DEU	53
1998	72.754995	Japan	JPN	30
1996	72.762636	France	FRA	18
2000	72.838175	United Kingdom	GBR	51
2006	72.949385186	India	IND	4653485
1993	73.077273	Iceland	ISL	3270662
2007	73.2916753893	Colombia	COL	76
1996	73.296737	United States	USA	52
2006	73.454688	Japan	JPN	30
2006	73.5051439802	Czech Republic	CZE	40874767
1992	73.530511	Germany	DEU	53
1995	73.538448	France	FRA	18
2009	73.8090021781	South Africa	ZAF	84
2009	73.872845	New Zealand	NZL	38
2006	74.0778335127	Qatar	QAT	65
1990	74.173862	Iceland	ISL	3270662
1998	74.1850819134	Monaco	MCO	3109127
1997	74.2216521741	Monaco	MCO	3109127
2006	74.2745582581	South Africa	ZAF	84
2000	74.360384	Korea	KOR	40497946
2006	74.4750343357	Estonia	EST	77
1995	74.486647	Belgium	BEL	7
2005	74.560199	New Zealand	NZL	38
1997	74.590756	United States	USA	52
1994	74.8037784149	Monaco	MCO	3109127
2005	75.0053457339	South Africa	ZAF	84
1995	75.0197989798	Thailand	THA	85
2002	75.055668	United Kingdom	GBR	51
1997	75.170954	United Kingdom	GBR	51
1992	75.314397	Japan	JPN	30
2004	75.42299689	Hungary	HUN	78
1994	75.426554	Germany	DEU	53
1998	75.433457	United States	USA	52
1991	75.481835	Korea	KOR	40497946
2001	75.504549	Japan	JPN	30
2003	75.547623	Germany	DEU	53
1992	75.6420140967	Monaco	MCO	3109127
1991	75.682163	Finland	FIN	17
2004	75.68933	Greece	GRC	74
2004	75.777259	Denmark	DNK	12
2007	76.0478275857	South Africa	ZAF	84
1996	76.15535	Austria	AUT	6
2006	76.193538	Luxembourg	LUX	31
2007	76.2168288138	Israel	ISR	3291156
1991	76.340504	Sweden	SWE	46
2009	76.3503903118	Chile	CHL	3250264
1992	76.525073	Korea	KOR	40497946
2003	76.589392	Japan	JPN	30
1995	76.597122	Finland	FIN	17
1999	76.608812	United States	USA	52
2004	76.660603	Spain	ESP	45
1996	76.912041	Sweden	SWE	46
2005	77.157182	Greece	GRC	74
1999	77.331021	United Kingdom	GBR	51
2005	77.341778	Sweden	SWE	46
2004	77.41588	Belgium	BEL	7
1998	77.587184	United Kingdom	GBR	51
1997	77.619645	Iceland	ISL	3270662
2002	77.655163	Iceland	ISL	3270662
2004	77.7108558404	Cyprus	CYP	91609235
2007	77.7406258742	Thailand	THA	85
2007	77.8067180651	Chile	CHL	3250264
2005	77.847474	Denmark	DNK	12
1996	77.8769660008	Thailand	THA	85
2004	77.977827	Sweden	SWE	46
2006	78.037767	Canada	CAN	8
2005	78.0849309461	Poland	POL	82
2000	78.266963	United States	USA	52
2006	78.3883401758	Hungary	HUN	78
2003	78.397305	Korea	KOR	40497946
2005	78.53859	Japan	JPN	30
2004	78.597496	Austria	AUT	6
2000	78.613954	Iceland	ISL	3270662
1997	78.75057	Japan	JPN	30
1990	78.854695	Finland	FIN	17
2009	78.97693	Norway	NOR	40
2004	79.080048	Portugal	PRT	43
2004	79.092274	France	FRA	18
1993	79.174618	Korea	KOR	40497946
2004	79.19039	Finland	FIN	17
2004	79.211323	Italy	ITA	28
2005	79.28554	Belgium	BEL	7
1995	79.331347	Austria	AUT	6
1991	79.402174	Iceland	ISL	3270662
2005	79.581315	Finland	FIN	17
2007	79.5870640936	United Arab Emirates	ARE	86
2006	79.707705	Sweden	SWE	46
2009	79.7343361327	Colombia	COL	76
2006	79.808653	Greece	GRC	74
2005	80.020537	Spain	ESP	45
1992	80.032426	Sweden	SWE	46
2001	80.035572	United States	USA	52
2005	80.132862	Austria	AUT	6
2006	80.211704	Denmark	DNK	12
1996	80.26635	Iceland	ISL	3270662
2003	80.2992981305	Monaco	MCO	3109127
2004	80.494058	Netherlands	NLD	37
2005	80.6289930272	Hungary	HUN	78
2008	80.631579	Switzerland	CHE	47
2005	80.640941	France	FRA	18
1995	80.656797	Iceland	ISL	3270662
2005	80.679755	Italy	ITA	28
2008	80.805589	Japan	JPN	30
2009	80.9835341113	Israel	ISR	3291156
2005	81.0015146736	Cyprus	CYP	91609235
2004	81.00516	Japan	JPN	30
2006	81.044056	Finland	FIN	17
2005	81.106814	Portugal	PRT	43
2009	81.212668	Switzerland	CHE	47
2008	81.311787662	Colombia	COL	76
2002	81.331452	United States	USA	52
1998	81.379552	Iceland	ISL	3270662
2009	81.440337	Canada	CAN	8
2007	81.485195	Norway	NOR	40
2008	81.5759736117	Chile	CHL	3250264
2008	81.662271	New Zealand	NZL	38
2006	81.948957	Belgium	BEL	7
2007	82.2793083926	Czech Republic	CZE	40874767
2003	82.311329	Ireland	IRL	29
2006	82.433573	Austria	AUT	6
2009	82.451001	Korea	KOR	40497946
2005	82.478845	Netherlands	NLD	37
1999	82.548925	Japan	JPN	30
1999	82.572876	Iceland	ISL	3270662
2006	82.8069295122	Saudi Arabia	SAU	60
2006	82.869642	Italy	ITA	28
2003	83.04182	United States	USA	52
2006	83.191611	France	FRA	18
2009	83.275431	Sweden	SWE	46
2008	83.3336797756	Thailand	THA	85
1996	83.3519550913	Monaco	MCO	3109127
2010	83.3657036399	Kuwait	KWT	61
2007	83.3713260644	Lithuania	LTU	81
2007	83.408029	New Zealand	NZL	38
2009	83.5069398581	India	IND	4653485
1996	83.507899	Germany	DEU	53
2006	83.566727591	Poland	POL	82
2003	83.691269	United Kingdom	GBR	51
2006	83.8670498283	Cyprus	CYP	91609235
2004	83.965753	Germany	DEU	53
2004	83.984855	Korea	KOR	40497946
2009	84.1532002546	Thailand	THA	85
2006	84.160154	Spain	ESP	45
2006	84.188949	Portugal	PRT	43
1992	84.245567	Iceland	ISL	3270662
1997	84.326953	Korea	KOR	40497946
1995	84.3365462112	Monaco	MCO	3109127
2007	84.4719581303	Kuwait	KWT	61
2005	84.524494	Germany	DEU	53
2006	84.757761	Netherlands	NLD	37
2010	84.883337	Switzerland	CHE	47
2009	84.985112	Iceland	ISL	3270662
2007	85.061979	Canada	CAN	8
1994	85.065142	Korea	KOR	40497946
2007	85.0669210231	India	IND	4653485
2004	85.379945	United States	USA	52
2010	85.416989	Australia	AUS	5
2008	85.5038826596	India	IND	4653485
2006	85.625511	Germany	DEU	53
2000	86.13194	Japan	JPN	30
1993	86.187704	Japan	JPN	30
2007	86.227323	Luxembourg	LUX	31
2010	87.0316605668	Chile	CHL	3250264
1996	87.062962	Japan	JPN	30
2007	87.0820750446	Romania	ROU	91605924
1995	87.134334	Germany	DEU	53
2010	87.2431	Norway	NOR	40
2010	87.5073862813	Saudi Arabia	SAU	60
2008	87.6024265867	Israel	ISR	3291156
2007	87.7934105924	Qatar	QAT	65
2010	87.8593315665	Brazil	BRA	75
2005	88.215619	United States	USA	52
2007	88.317456482	Estonia	EST	77
2008	88.349118	Canada	CAN	8
2010	88.506638	New Zealand	NZL	38
2009	88.566277	Luxembourg	LUX	31
2009	89.095675	Japan	JPN	30
2007	89.20501587	Slovak Republic	SVK	83
2010	89.237094	Sweden	SWE	46
2007	89.268091	Sweden	SWE	46
2010	89.4503997833	Israel	ISR	3291156
2012	89.476059059	Czech Republic	CZE	40874767
2007	89.582324	Denmark	DNK	12
2008	89.6229194634	United Arab Emirates	ARE	86
2007	89.8896020282	Saudi Arabia	SAU	60
2007	89.926198	Greece	GRC	74
2004	89.959175665	Monaco	MCO	3109127
2009	90.4063023734	Poland	POL	82
2010	90.644825	Luxembourg	LUX	31
2009	90.9354814852	Romania	ROU	91605924
2010	90.9374492532	Romania	ROU	91605924
2007	91.030512	Finland	FIN	17
2010	91.0395669477	Qatar	QAT	65
2006	91.066115	United States	USA	52
2008	91.277185	Luxembourg	LUX	31
2012	91.3344783496	Romania	ROU	91605924
2005	91.4234093312	Monaco	MCO	3109127
2008	91.481206	Korea	KOR	40497946
2007	91.498898	Belgium	BEL	7
2012	91.6314583795	Brazil	BRA	75
2010	91.663308	Iceland	ISL	3270662
2007	91.689972	Austria	AUT	6
2012	91.866305	Greece	GRC	74
2012	92.0942143793	Hungary	HUN	78
2012	92.227907	Portugal	PRT	43
2009	92.232923959	Czech Republic	CZE	40874767
2009	92.33283	United Kingdom	GBR	51
2010	92.3459389514	United Arab Emirates	ARE	86
2010	92.404361	Finland	FIN	17
2004	92.476126	Ireland	IRL	29
2010	92.5151845691	South Africa	ZAF	84
2007	92.525417	Italy	ITA	28
2010	92.5875852168	Lithuania	LTU	81
2012	92.716347	Spain	ESP	45
2010	92.758922	Japan	JPN	30
2008	92.801899	Norway	NOR	40
2010	92.831241841	Thailand	THA	85
2007	92.9525334674	Hungary	HUN	78
2007	93.0114033326	Cyprus	CYP	91609235
2010	93.016943	Canada	CAN	8
2007	93.076089	France	FRA	18
2012	93.179549	Netherlands	NLD	37
2008	93.283995	Sweden	SWE	46
2010	93.284231	Austria	AUT	6
2003	93.311722	Iceland	ISL	3270662
2008	93.3498716575	Latvia	LVA	79
2010	93.362502	Belgium	BEL	7
2012	93.493267	Italy	ITA	28
2008	93.5977484932	Saudi Arabia	SAU	60
2009	93.6340085717	Hungary	HUN	78
2012	93.690662	Germany	DEU	53
2007	93.708398	United States	USA	52
2010	93.729335243	Colombia	COL	76
2010	93.7607475429	India	IND	4653485
2012	93.786547398	South Africa	ZAF	84
2010	93.817552	United Kingdom	GBR	51
2012	93.861001	France	FRA	18
1994	93.885481	Japan	JPN	30
2012	93.9614052761	Poland	POL	82
2010	93.989921	France	FRA	18
2012	94.063267	Ireland	IRL	29
2010	94.064457	Italy	ITA	28
2010	94.090451	Netherlands	NLD	37
2007	94.145162	Netherlands	NLD	37
2010	94.1675338265	Czech Republic	CZE	40874767
2010	94.191075	Korea	KOR	40497946
2006	94.2081764546	Monaco	MCO	3109127
2010	94.270465	Greece	GRC	74
2012	94.272753	Finland	FIN	17
2012	94.302912	Austria	AUT	6
2012	94.34341	Belgium	BEL	7
2010	94.354537	Spain	ESP	45
2010	94.3591963424	Hungary	HUN	78
2012	94.415414	Denmark	DNK	12
2007	94.416476	Portugal	PRT	43
2010	94.489826	Germany	DEU	53
2005	94.521573	Korea	KOR	40497946
2012	94.5667639698	India	IND	4653485
2008	94.5973518222	Kuwait	KWT	61
2010	94.633562	Portugal	PRT	43
2012	94.6449455983	Israel	ISR	3291156
2010	94.767335	Denmark	DNK	12
2007	94.786239	Spain	ESP	45
2012	94.795288	Switzerland	CHE	47
2005	94.824343	Ireland	IRL	29
2007	94.904055	Germany	DEU	53
2007	95.0766406019	Poland	POL	82
2010	95.099438	Ireland	IRL	29
2008	95.2812289557	Romania	ROU	91605924
1995	95.306526	Korea	KOR	40497946
2010	95.332246104	Latvia	LVA	79
2009	95.682529	Denmark	DNK	12
2008	95.786743	United States	USA	52
1996	95.947134	Korea	KOR	40497946
2012	96.114504	Iceland	ISL	3270662
2009	96.203599	Belgium	BEL	7
2012	96.213229	Luxembourg	LUX	31
2009	96.322378	Austria	AUT	6
2004	96.348236	United Kingdom	GBR	51
2009	96.62165	United States	USA	52
2009	96.74003	Finland	FIN	17
2008	96.853248732	Lithuania	LTU	81
2012	96.881009	Sweden	SWE	46
2012	97.0506515041	Latvia	LVA	79
2010	97.0572427133	Poland	POL	82
2012	97.1241597151	Lithuania	LTU	81
2009	97.788628	France	FRA	18
2008	97.8299631906	Qatar	QAT	65
2005	97.867185	United Kingdom	GBR	51
2009	97.891221	Netherlands	NLD	37
2010	97.912737	United States	USA	52
2009	98.002694	Greece	GRC	74
2010	98.2897108503	Cyprus	CYP	91609235
2008	98.344231	Denmark	DNK	12
2008	98.387179	Austria	AUT	6
2009	98.431541	Germany	DEU	53
2009	98.455764	Portugal	PRT	43
2008	98.469166	Belgium	BEL	7
2009	98.524573	Italy	ITA	28
2008	98.729353	Finland	FIN	17
2009	98.80792	Spain	ESP	45
2012	98.983522	Japan	JPN	30
2006	99.048771	Ireland	IRL	29
2008	99.22648	Greece	GRC	74
2010	99.2828926157	Estonia	EST	77
2010	99.5387710608	Slovak Republic	SVK	83
2012	99.596212	Korea	KOR	40497946
2012	99.597411	Norway	NOR	40
2012	99.927153	Canada	CAN	8
2008	99.96012	Italy	ITA	28
2011	100	Australia	AUS	5
2011	100	Austria	AUT	6
2011	100	Belgium	BEL	7
2011	100	Brazil	BRA	75
2011	100	Canada	CAN	8
2011	100	Chile	CHL	3250264
2011	100	Colombia	COL	76
2011	100	Cyprus	CYP	91609235
2011	100	Czech Republic	CZE	40874767
2011	100	Denmark	DNK	12
2011	100	Estonia	EST	77
2011	100	Finland	FIN	17
2011	100	France	FRA	18
2011	100	Germany	DEU	53
2011	100	Greece	GRC	74
2011	100	Hungary	HUN	78
2011	100	Iceland	ISL	3270662
2011	100	India	IND	4653485
2011	100	Ireland	IRL	29
2011	100	Israel	ISR	3291156
2011	100	Italy	ITA	28
2011	100	Japan	JPN	30
2011	100	Korea	KOR	40497946
2011	100	Kuwait	KWT	61
2011	100	Latvia	LVA	79
2011	100	Lithuania	LTU	81
2011	100	Luxembourg	LUX	31
2011	100	Netherlands	NLD	37
2011	100	New Zealand	NZL	38
2011	100	Norway	NOR	40
2011	100	Poland	POL	82
2011	100	Portugal	PRT	43
2011	100	Qatar	QAT	65
2011	100	Romania	ROU	91605924
2011	100	Saudi Arabia	SAU	60
2011	100	Slovak Republic	SVK	83
2011	100	South Africa	ZAF	84
2011	100	Spain	ESP	45
2011	100	Sweden	SWE	46
2011	100	Switzerland	CHE	47
2011	100	Taiwan	TWN	3298046
2011	100	Thailand	THA	85
2011	100	United Arab Emirates	ARE	86
2011	100	United Kingdom	GBR	51
2011	100	United States	USA	52
2012	100.068477	Australia	AUS	5
2008	100.568877	France	FRA	18
2008	100.77235	Germany	DEU	53
2009	100.8846469395	Lithuania	LTU	81
2012	100.943423	United Kingdom	GBR	51
2008	101.0556511021	Czech Republic	CZE	40874767
2008	101.05634	Portugal	PRT	43
1995	101.227414	Japan	JPN	30
2008	101.294717	Netherlands	NLD	37
2009	101.552745128	Latvia	LVA	79
2006	101.565637	Korea	KOR	40497946
2012	101.651775501	Slovak Republic	SVK	83
2012	101.849203	United States	USA	52
2013	96.813496	United States	USA	52
2006	101.950091	United Kingdom	GBR	51
2008	102.2031011823	Cyprus	CYP	91609235
2009	102.236258	Ireland	IRL	29
2008	102.244131	Spain	ESP	45
2012	102.2446885057	Thailand	THA	85
2012	102.3011176857	Monaco	MCO	3109127
2009	102.3693990459	Kuwait	KWT	61
2012	102.4325837175	Cyprus	CYP	91609235
2012	102.8524889633	Estonia	EST	77
2012	102.9120156118	Chile	CHL	3250264
2009	103.6634154425	Cyprus	CYP	91609235
2008	104.2708386181	Slovak Republic	SVK	83
2012	104.281646	New Zealand	NZL	38
2004	104.500655	Iceland	ISL	3270662
2008	104.5623709272	Hungary	HUN	78
2008	105.4139841454	Estonia	EST	77
2009	105.5565924164	Estonia	EST	77
2008	105.561825	United Kingdom	GBR	51
2007	105.643745882	Monaco	MCO	3109127
2009	105.819438981	United Arab Emirates	ARE	86
2009	105.9049723075	Slovak Republic	SVK	83
2007	106.171631	Korea	KOR	40497946
2008	106.722781	Iceland	ISL	3270662
2009	107.9429261758	Saudi Arabia	SAU	60
2007	108.779853	Ireland	IRL	29
2012	110.0159196289	Colombia	COL	76
2008	111.014614	Ireland	IRL	29
2007	113.315992	United Kingdom	GBR	51
2008	113.5536721311	Poland	POL	82
2008	114.0704042586	Monaco	MCO	3109127
2012	116.7535229498	United Arab Emirates	ARE	86
2012	117.054989017	Saudi Arabia	SAU	60
2006	117.423463	Iceland	ISL	3270662
2012	119.8325449627	Kuwait	KWT	61
2005	119.977712	Iceland	ISL	3270662
2009	120.1833416343	Qatar	QAT	65
2012	121.3212488327	Qatar	QAT	65
2007	135.334857	Iceland	ISL	3270662
1960	8.3730313913	multidonor	DAC	
1961	9.9012321046	multidonor	DAC	
1962	10.0352725056	multidonor	DAC	
1963	9.9717493052	multidonor	DAC	
1964	10.4849465831	multidonor	DAC	
1965	11.0266384387	multidonor	DAC	
1966	11.2076995837	multidonor	DAC	
1967	11.5374624938	multidonor	DAC	
1968	11.3321165565	multidonor	DAC	
1969	11.5257452271	multidonor	DAC	
1970	12.2426468623	multidonor	DAC	
1971	13.085094435	multidonor	DAC	
1972	14.3616302429	multidonor	DAC	
1973	16.7455220698	multidonor	DAC	
1974	18.916656698	multidonor	DAC	
1975	22.0166029376	multidonor	DAC	
1976	22.5544566498	multidonor	DAC	
1977	24.218115588	multidonor	DAC	
1978	27.7722358219	multidonor	DAC	
1979	30.9938404861	multidonor	DAC	
1980	34.8568360476	multidonor	DAC	
1981	34.6496000415	multidonor	DAC	
1982	33.8570383638	multidonor	DAC	
1983	32.5889861552	multidonor	DAC	
1984	30.7578501253	multidonor	DAC	
1985	30.4647579265	multidonor	DAC	
1986	36.6959385662	multidonor	DAC	
1987	41.6858185223	multidonor	DAC	
1988	44.9417441592	multidonor	DAC	
1989	44.7091179664	multidonor	DAC	
1990	50.0351876122	multidonor	DAC	
1991	50.3780021912	multidonor	DAC	
1992	50.7879474095	multidonor	DAC	
1993	47.5923362928	multidonor	DAC	
1994	50.387295587	multidonor	DAC	
1995	57.337548447	multidonor	DAC	
1996	58.2328287125	multidonor	DAC	
1997	55.2402209093	multidonor	DAC	
1998	54.0641560294	multidonor	DAC	
1999	53.2806201199	multidonor	DAC	
2000	50.5237037891	multidonor	DAC	
2001	50.010916233	multidonor	DAC	
2002	52.556223553	multidonor	DAC	
2003	61.2732575739	multidonor	DAC	
2004	68.4330595371	multidonor	DAC	
2005	72.7539248878	multidonor	DAC	
2006	76.6822111485	multidonor	DAC	
2007	86.5642997957	multidonor	DAC	
2008	92.8608239188	multidonor	DAC	
2009	90.4988757961	multidonor	DAC	
2010	91.6240569395	multidonor	DAC	
2011	100	multidonor	DAC	
2012	98.8161655557	multidonor	DAC	
2005	59.4502765467	China	CHN	
2007	73.5216525915	Nepal	NPL	
2008	81.2976793405	China	CHN	
2009	71.5498156309	Nepal	NPL	
2010	89.4292173289	China	CHN	
2010	87.9022638923	Nepal	NPL	
2011	100	China	CHN	
2011	100	Nepal	NPL	
2012	104.2199683034	China	CHN	
2012	92.5249999976	Nepal	NPL	
